,author,record_count,record_enumerated,viaf_title_list,birthdate,title_list
2539,['C. B. Graham'],10,1,"['After the ball : original London cast.', 'Collected verse', 'Family album.', 'Fumed oak.', 'Hands across the sea.', 'Nöel Coward diaries', ""Noel Coward's Pacific 1860 original 1946 cast production."", 'Oeuvres poétiques complètes', 'Pacific 1860 &, South Pacific : Mary Martin at Drury Lane--', 'Poems', 'Red peppers.', 'Shadow play.', 'Tennent Productions Ltd presents', 'Tom Arnold Ltd presents Ace of clubs : a musical play', 'Tonight at 8:30', 'Utvalg', 'Ways and means.']",1918-04-25,JONSON ALLUSIONS IN RESTORATION COMEDY
2540,['C. B. Graham'],10,2,"['Anglo-Saxon gestures and the Roman stage', 'Book arts in the Renaissance selections from the Van Kampen Collection', 'Corpus Christi College, Cambridge I: mss 41, 57, 191, 302, 303, 367,383, 422', 'Herbs and healers from the ancient Mediterranean through the Medieval West essays in honor of John M. Riddle', 'Introduction to manuscript studies', 'Medieval art, 1998:', 'Medieval art recent perspectives a memorial tribute to C.R. Dodwell', 'Publications of the Richard Rawlinson Center', 'recovery of Old English Anglo-Saxon studies in the sixteenth and seventeenth centuries', 'recovery of the past in early Elizabethan England documents by John Bale and John Joscelyn from the circle of Matthew Parker', 'Working with Anglo-saxon manuscripts']",1954-07-19,JONSON ALLUSIONS IN RESTORATION COMEDY
2541,['C. B. Graham'],10,3,"['Choral music.', 'Innocence', 'Mass in C', 'Msze.', 'Werke']",1949-12-15,JONSON ALLUSIONS IN RESTORATION COMEDY
2542,['C. B. Graham'],10,4,"['Map of Newark and East Newark, N.J. from the most authentic surveys.', 'Norfolk harbor, Virginia.', 'Official map of San Francisco, compiled from the field notes of the official re-survey made by William M. Eddy, surveyor of the town of San Francisco, California.', 'The Potomac River from Great Falls to Point Lookout', ""To be sold at auction, Nov. 23rd 1853, at 2 o'clock P.M. on the premises, by Jas. C. Mc. Guire, auct'r : [part of N.W. Washington D.C.].""]",1814,JONSON ALLUSIONS IN RESTORATION COMEDY
2543,['C. B. Graham'],10,5,"['Troll treasury of animal stories, c1991:', 'Wild animals']",0,JONSON ALLUSIONS IN RESTORATION COMEDY
2544,['C. B. Graham'],10,6,[],1971-09-15,JONSON ALLUSIONS IN RESTORATION COMEDY
2545,['C. B. Graham'],10,7,"['The young Christian teacher encouraged, 1903:']",1852-01-10,JONSON ALLUSIONS IN RESTORATION COMEDY
2546,['C. B. Graham'],10,8,"['Crime, the American Negro and urban native in South Africa, 1938:', 'The philosophy, constitution and functions of juvenile courts in South Africa, 1947:']",0,JONSON ALLUSIONS IN RESTORATION COMEDY
2547,['C. B. Graham'],10,9,[],0,JONSON ALLUSIONS IN RESTORATION COMEDY
2548,['Robert S. Dombroski'],1,0,"['Antonio Gramsci', 'Carlo Emilio Gadda : contemporary perspectives', 'Creative entanglements : Gadda and the baroque', 'Critical perspectives on the Decameron', 'Gadda e il barocco', 'Le ideologie del testo : saggi sulla narrativa italiana moderna e contemporanea', 'Introduzione allo studio di Carlo E. Gadda', 'Italy', 'Italy Fiction, theater, poetry, film since 1950', 'L\'apologia del vero : lettura ed interpretazione dei ""Promessi sposi""', ""L'esistenza ubbidiente : letterati italiani sotto il fascismo"", 'Properties of writing : ideological discourse in modern Italian fiction', ""Totalità dell' artificio ideologia e forma nel romanzo di Pirandello""]",1939,
2549,['Carl F. Hovde'],2,0,"[""Book of Concord Thoreau's life as a writer"", 'Ecocriticism', 'John McPhee reader', 'Journal.', 'Nature in American life: a preliminary bibliographical guide; with supplement, 1971 and 1972.', 'Reform papers', 'A Thoreau gazetteer', 'Traveling the Trans-Canada : from Newfoundland to British Columbia', ""Twentieth century interpretations of Poe's tales; a collection of critical essays."", 'Walden, and other writings', 'Walking with Thoreau : a literary guide to the mountains of New England', 'week on the Concord and Merrimack rivers', 'writings of Henry D. Thoreau']",1940-11-26,Literary Materials in Thoreau's A Week
2550,['Carl F. Hovde'],2,1,"['week on the Concord and Merrimack rivers', 'The writings of Henry D. Thoreau']",0,Literary Materials in Thoreau's A Week
2551,['Liliane Weissberg'],2,0,"['Bankiers, Künstler und Gelehrte, 1985:', 'Bis zur Begründung der romantischen Schule, 15. September 1788-15. Juli 1797', 'Brev', 'Briefe an die Famile Paulus', 'Briefe der Dorothea v. Schlegel an Theresia Unterkircher geb. Primisser', '[Briefe von und an Friedrich und Dorothea Schlegel] : Vom Wiener Kongress zum Frankfurter Bundestag : 10. September 1814 - 31. Oktober 1818', 'Briefwechsel', 'Die brüder Schlegel : Briefe aus frühen und späten tagen der deutschen Romantik', 'Camilla a novel', 'Caroline und Dorothea Schlegel in Briefen', 'Corinna oder Italien', 'Corinne', 'Correspondència. Seleccions', 'Deutsche Literatur : sammlung literarischer Kunst- und Kulturdenkmäler in Entwicklungsreihen', 'Deutschland', 'Epoche der Zeitschrift Concordia', 'F. Schlegel à la Diète de Francfort. Lettres inédites et mémoires officiels des années 1815 à 1848 publiés par J. Bleyer', 'Florentin', 'Florentin. 1. Bd.', 'Friedrich Schlegel Kritische Ausgabe seiner Werke', 'Geschichte der Margaretha von Valois, Gemahlin Heinrichs IV.', 'GESCHICHTE DES ZAUBERERS MERLIN', 'história do mago Merlin', 'Höhepunkt und Zerfall der romantischen Schule 1799-1802', 'Lettere', 'Lother und Maller : eine Rittergeschichte', 'Pariser und Kölner Lebensjahre (1802-1808) : Text.', 'Die Periode des Athenäums : 25. Juli 1797 - Ende August 1799', 'O potrzebie fermaty', 'Romantische Frauen : Caroline  Michaelis-Böhmer-Schlegel-Schelling, Dorothea Mendelssohn-Veit-Schlegel, Sophie Schubert-Moreau-Brentano', 'Romantische Herzenskultur Briefe und Literatur', 'Sammlung romantischer Dichtungen des Mittelalters : aus gedruckten und handschriftlichen Quellen.', 'Während der Erhebung gegen Napoleon, 1811-1814', 'Works. 1987']",1764-10-24,
2552,['Liliane Weissberg'],2,1,"['Affinität wider Willen? Hannah Arendt, Theodor W. Adorno und die Frankfurter Schule', 'Benjamin Veitel Ephraim – Kaufmann, Schriftsteller, Geheimagent gesammelte Schriften', 'Cultural memory and the construction of identity', 'Edgar Allan Poe', 'Emanzipation nach der Emanzipation Jüdische Literatur, Philosophie und Geschichte um 1900', 'Florentin, 1987, c1986:', 'Florentin : Roman, Fragmente, Varianten', 'Geistersprache philosophischer und literarischer Diskurs im späten achtzehnten Jahrhundert', 'Hannah Arendt, Charlie Chaplin und die verborgene jüdische Tradition', 'Ḥayim ke-alilah : Henriyeṭah Herts kotevet et sipur ḥayeha', 'Ḥayyim kʾeliylah', 'The heart of the letter, 1984', 'herrliche Disciplin Michael Bernays und die Anfänge der Neugermanistik in München', 'Institut, Fritz Bauer Institut: Jahrbuch 2011', 'Juden, Geld. : eine Vorstellung : eine Ausstellung des Jüdischen Museums Frankfurt am Main, 25. April bis 6. Oktober 2013', 'Kritik : German literary theory and cultural studies.', 'Life as a goddess Henriette Herz writes her autobiography', 'Münzen, Hände, Noten, Finger Berliner Hofjuden und die Erfindung einer deutschen Musikkultur', 'Nachträglich, grundlegend : der Kommentar als Denkform der jüdischen Moderne von Hermann Cohen bis Jacques Derrida, 2018:', 'NS-Medizin und Öffentlichkeit Formen der Aufarbeitung nach 1945', 'On writing with photography', 'Psychoanalysis, fatherhood, and the modern family', 'Rahel Varnhagen : Lebensgeschichte einer deutschen Jüdin aus der Romantik', 'Rahel Varnhagen : the life of a Jewess', 'Romancing the shadow Poe and race', 'Rückkehr in Feindesland? Fritz Bauer in der deutsch-jüdischen Nachkriegsgeschichte', 'Über Haschisch und Kabbala Gershom Scholem, Siegfried Unseld und das Werk von Walter Benjamin ; [zur Ausstellung ""Über Haschisch und Kabbala. Gershom Sholem, Siegfried Unseld und das Werk von Walter Benjamin"", Literaturmuseum der Moderne, Marbach am Neckar, 13. Dezember 2012 bis 10. März 2013]', 'Weiblichkeit als Maskerade', 'Works.']",1953,
2553,['Sara S. Poor'],2,0,"['Gender bonds, gender binds : women, men, and family in Middle High German literature', 'Mechthild of Magdeburg and her book : gender and the making of textual authority', 'Mysticism and reform, 1400-1750 : [essays presented at a conference held in February 2008 at Princeton University]', 'Women and medieval epic : gender, genre, and the limits of epic masculinity']",1963,Bill Burgwinkle and Cary Howie Sanctity and Pornography in Medieval Culture: On the Verge
2554,['Sara S. Poor'],2,1,[],1963,Bill Burgwinkle and Cary Howie Sanctity and Pornography in Medieval Culture: On the Verge
2555,['John M. Munro'],10,0,"['A combined text-book of obstetrics and gynæcology', 'Contributions to the study of the early development and embedding of the human ovum : I. An early ovum embedded in the decidua / II. An early ovarian pregnancy / With ten plates and twelve figures in the text.', 'Minutes in the process. John Munro; against the trustees of James Dunlop', 'Operative midwifery', 'Operative obstetrics']",1868-12-05,
2556,['John M. Munro'],10,1,"['Arthur Symons', 'A chant of mystics, and other poems.', 'Correspondence.', 'Cyprus, 1984:', 'Cyprus : between Venus and Mars : a history of the island from ancient times until the present', 'decadent poetry of the eighteen-nineties', 'English poetry in transition, 1968.', 'From the Nile to the Euphrates : the American Colony 1898 -1948 : photographs from the American colony archives at the Library of Congress', ""Giesen's Lebanon"", 'Images and memories; a pictorial record of the life and work of W. B. Yeats.', 'James Elroy Flecker', 'Jawdat R. Haydar : the voice from Baalbek', 'A mutual concern : the story of the American University of Beirut', 'The Nairn way : desert bus to Baghdad', 'Out on a wing : the story of Wafic Ajouz and MEA', 'prisoner of Zenda', 'Royal Aquarium, failure of a Victorian compromise', 'Selected letters, 1880-1935', 'Selected poems of Theo-Marzials']",1932,
2557,['John M. Munro'],10,2,"['America in Spitsbergen the romance of an Arctic coal-mine : with an introduction relating the history and describing the land and the flora and fauna of Spitsbergen', 'Archaeological investigations in El Salvador', 'Copan ceramics : a study of southeastern Maya pottery', 'Cultures and peoples of the southeastern Maya frontier/ John M. Longyear, III', 'Middle American research records.', 'Observations on the draft of a convention concerning Spitzbergen, agreed upon by plenipotentiaries of Norway, Russia, and Sweden, and proposed to their respective goverments, submitted on behalf of the Arctic Coal Company and Frederick Ayer and John M. Longyear', 'Printed copy of letter, December 27, 1909, from the Arctic Coal Company and Frederick Ayer and John M. Longyear, to the Secretary of State, relating to the Coal properties in Spitzbergen, and of report of manager and exhibits therein referred to', 'Some spindle whorls from Quelepa']",1914,
2558,['John M. Munro'],10,3,"['Cotton', 'The economics of shipping', 'Report on West Coast steamship subsidies : prepared for the Water Transport Committee of the Canadian Transport Commission', 'Trade liberalization and transportation in international trade', 'Transportation investment and depressed regions : the case of Appalachia.']",1937,
2559,['John M. Munro'],10,4,"['Combined text-book of obstetrics and gynaecology', 'Operative midwifery', 'Operative obstetrics']",1868,
2560,['John M. Munro'],10,5,['Cotton'],1912-12-06,
2561,['John M. Munro'],10,6,"['Med. dir., 1990:', 'Microsurgical procedures, 1991:']",0,
2562,['John M. Munro'],10,7,"['Cotton', 'Pre-nursing course in science']",0,
2563,['John M. Munro'],10,8,"['Disability discrimination, 2011 :', 'Unfair dismissal, 2012:']",1950,
2564,['John M. Munro'],10,9,[],0,
2565,['Max L. Baeumer'],2,0,"['Ardinghello und die glückseligen Inseln', 'Dionysische in den Werken Wilhelm Heinses Studie zum dionysischen Phänomen in d. dt. Literatur', 'Dionysos und das Dionysische in der antiken und deutschen Literatur', 'The Emergence of national languages', 'Goethe as a critic of literature, c1984:', 'Heinse-Studien : mit einer bisher unveröffentlichten Schrift Heinses zur Erfindung der Buchdruckerkunst in Mainz', 'Die Reformation als Revolution und Aufruhr', 'Strafe und Resozialisierung in der früh-reformatorischen Auffassung Martin Luthers', 'Toposforschung', ""Wilhelm Heinse in relation to Wieland, Winckelmann, and Goethe : Heinse's Sturm und Drang aesthetic and new literary language"", 'Winckelmann und Heinse die Sturm-und-Drang-Anschauung von den bildenden Künsten']",1917,"Wilhelm Heinse, Zur Frage Seiner Konversion Und Religiösen Anschauung"
2566,['Max L. Baeumer'],2,1,[],0,"Wilhelm Heinse, Zur Frage Seiner Konversion Und Religiösen Anschauung"
2567,['Linda Anderson'],10,0,"['Autobiography, 2001:', 'Bennett, Wells, and Conrad : narrative in transition', 'The contemporary poetry archive : essays and interventions', ""Don't bring me no rocking chair : poems on ageing"", 'Elizabeth Bishop : lines of connection', 'Elizabeth Bishop : poet of the periphery', 'Her life in letters', ""A kind of wild justice : revenge in Shakespeare's comedies"", 'Libraries for small museums', ""A place in the story : servants and service in Shakespeare's plays"", ""Plotting change : contemporary women's fiction"", 'En primera persona : la autobiografía', 'The secrets of Sadie Maynard', 'Territories of desire in queer culture : refiguring contemporary boundaries', 'Theories of memory : a reader', ""Women's lives/women's times : new essays on auto/biography""]",1950-06-12,The Private Self: Theory and Practice of Women's Autobiographical Writings
2568,['Linda Anderson'],10,1,"['Angel animals book of inspiration : divine messengers of wisdom and compassion', 'Angel Cats', 'Angel Dogs', 'Angel pets: anjos para sempre : como encontrar conforto depois de perder seu animal de estimação', 'Animal stars : behind the scenes with your favorite animal actors', 'Ano dōbutsutachi ga oshietekureta koto', 'Autor: Angel pets...2013', 'Dobutsutachi wa serapisuto : Yattsu no kizuna.', 'A dog named Leaf : the hero from heaven who saved my life', 'Dogs and the women who love them : extraordinary true stories of loyalty, healing, and inspiration', 'Engel auf Samtpfoten Katzen – liebevolle Begleiter unseres Lebens', 'Finding comfort after the loss of your animal friend', ""God's messengers."", 'Horses with a mission : extraordinary true stories of equine service', 'n99007745', 'Neko ga kureta taisetsu na okurimono.', 'O que vou ser quando crescer? : uma história da menina Luz', 'Rainbows and bridges', 'Rescued', 'Rescued : saving animals from disaster : life-changing stories and pratical suggestions', 'Saying good-bye to your angel animals', 'Tierische Filmstars Weltstars ohne Geld und Oscars', 'あの動物たちが教えてくれたこと', '動物たちはセラピスト : 8つの希望', '猫がくれたたいせつな贈りもの']",1954-01-13,The Private Self: Theory and Practice of Women's Autobiographical Writings
2569,['Linda Anderson'],10,2,"['Angel animals book of inspiration : divine messengers of wisdom and compassion', 'Angel cats, 2010:', 'Angel dogs with a mission : divine messengers in service to all life, Allen and Linda Anderson ; foreword by Marc Bekoff', 'Angel pets: anjos para sempre : como encontrar conforto depois de perder seu animal de estimação', 'Animal stars : behind the scenes with your favorite animal actors', 'Ano dōbutsutachi ga oshietekureta koto', 'Dobutsutachi wa serapisuto : Yattsu no kizuna.', 'A dog named Leaf : the hero from heaven who saved my life', 'Dogs and the women who love them : extraordinary true stories of loyalty, healing, and inspiration', 'Finding comfort after the loss of your animal friend', ""God's messengers."", 'Horses with a mission : extraordinary true stories of equine service', 'n96093184', 'Neko ga kureta taisetsu na okurimono.', 'Rainbows and bridges', 'Rescued', 'Rescued : saving animals from disaster : life-changing stories and pratical suggestions', 'Saying good-bye to your angel animals', 'Sec.  de: Anderson, Allen. Angel pets...2013', ""Thirty-five golden keys to who you are & why you're here"", 'Wer sind Sie ? Warum sind Sie hier ? 35 goldene Schlüssel zu diesen Fragen', 'あの動物たちが教えてくれたこと', '動物たちはセラピスト : 8つの希望', '猫がくれたたいせつな贈りもの']",1946-01-11,The Private Self: Theory and Practice of Women's Autobiographical Writings
2570,['Linda Anderson'],10,3,"['""A certain text"" : close readings and textual studies on Shakespeare and others : in honor of Thomas Clayton', 'Creative writing : a workbook with readings', 'Creative writing / ed. by Linda Anderson. - Abingdon, cop. 2006.', 'Cuckoo', 'Easy kill', 'Female lines : new writing by women from Northern Ireland', ""A kind of wild justice : revenge in Shakespeare's comedies"", ""A place in the story : servants and service in Shakespeare's plays"", 'Storia.']",1949-05-24,The Private Self: Theory and Practice of Women's Autobiographical Writings
2571,['Linda Anderson'],10,4,"['Beyond change management', ""Change leader's roadmap : how to navigate your organization's transformation."", 'Itinéraire pour conduire le changement', 'Nøglen til ledelse af forandring', 'The practicing organization development series.']",1950-10-24,The Private Self: Theory and Practice of Women's Autobiographical Writings
2572,['Linda Anderson'],10,5,"['Herbal medicines a guide for health-care professionals', 'Sec. de: Barnes, Joanne. Fitoterápicos. 2012']",1950,The Private Self: Theory and Practice of Women's Autobiographical Writings
2573,['Linda Anderson'],10,6,"['JASA : journal of the American Statistical Association : author and subject index to vol. 51-73, 1956-1978', 'Journal of econometrics : subject index : volumes 21-30, 1983-1985', 'Naibunpi taisha shikkan kanja no kango shindan to kea', 'Silent agreements, 2019:', 'הסכמים שבשתיקה : איך לדבר על הדברים שלא מדברים עליהם ולקיים תקשורת פתוחה ובונה', '内分泌・代謝疾患患者の看護診断とケア']",0,The Private Self: Theory and Practice of Women's Autobiographical Writings
2574,['Linda Anderson'],10,7,"['Creative writing.-', 'Cuckoo', 'Female lines : new writing by women from Northern Ireland', 'To stay alive, 1984:', ""We can't all be heroes, you know, 1985:"", 'Writing fiction, 2009:']",1949-06-26,The Private Self: Theory and Practice of Women's Autobiographical Writings
2575,['Linda Anderson'],10,8,"['Amon-Ra and his children : a fable', 'Flashes of memory : an Appalachian self-portrait', 'Mother and Child', 'On top of Old Smoky : a collection of songs and stories from Appalachia']",1941,The Private Self: Theory and Practice of Women's Autobiographical Writings
2576,['Linda Anderson'],10,9,['Le chat qui pêche [SR] 1975:'],0,The Private Self: Theory and Practice of Women's Autobiographical Writings
2577,['Juliet Perkins'],1,0,"['The chronicle of King João I of Portugal.', 'The chronicles of Fernão Lopes', ""A critical study and translation of António José da Silva's Cretan labyrinth : a puppet opera"", 'The feminine in the poetry of Herberto Helder, 1991:', 'General bibliography and index', 'Labirinto de Creta.']",1950,Understanding Graciliano Ramos
2578,['D. Clarke'],10,0,"['2 Sacred songs', '2 Vocal pieces', 'Acis and Galatea', 'Adeste fideles', 'Alceste', ""Alexander's feast"", 'Amen', 'Anthem for two voices', 'Autograph letter from Felix Mendelssohn B, to V. Novello at Frith Steet, Soho', 'Ave regina', 'Cantando un dì sedea Laurinda al fonte', 'Cânticos', '[caption title, p.158:] Dogma datur', '[caption title, p.202:] [illegible] Cornet', '[caption title, p.293:] Pange lingua', 'Christus am Ölberge', 'Concertos', 'The creation', 'Deus tibi laus et honor.', 'Fantasies', 'The Fitzwilliam music : being a collection of sacred pieces', 'Fugato', 'O give thanks unto the Lord and call', 'Gloria', 'Glory, honor, praise, and power.', ""Haydn's celebrated Third mass, in D, in vocal score;"", ""Haydn's masses with an accompaniment for the organ"", 'Herderkens', 'In dedicatione ecclesie', 'In manus tuas;', 'Israel in Egypt.', 'Jephtha.', 'Jephtha an oratorio for soprano, alto, 2 tenors & bass soli, SATB & orchestra', 'Joshua', 'Judas Maccabaeus.', 'Keyboard pieces', 'Lauda Sion', 'Litanies', 'Macbeth', '[Manuscript music, untitled]', 'Mass. K. 257, C. major. Organ-vocal score. English & Latin. [from old catalog]', 'Masses', 'Messe romaine', 'Messes', 'Messiah.', 'Messiah : a sacred oratorio in vocal score / composed in the year 1741 by G. F. Handel. - London ; New York, [ca 1823].', 'Mis.', 'Mozart Pilgrimage Being the travel diaries of Vincent & Mary Novello in the year 1829', 'Music for Holy Week, as used at the Sistine Chapel in Rome. The organ or pianoforte acc. by Vincent Novello.', 'Ora pro nobis', 'Oratorio of The seasons, (composed in 1800.)', 'Oratorio ""St. Paul""', 'Preludes', ""Purcell's sacred music"", 'Requiems', 'Il ritorno di Tobia.', 'O sacrum convivium', 'O salutaris hostia', 'Samson.', 'Schöpfung', 'Second mass, in C.', 'Services', 'Sit laus plena', 'Solo Anthem', 'Solomon', 'Symphony', 'Tantum ergo', 'Te Deum.', 'Te lucis ante terminum', 'Thou visitest the Earth', 'Thy mighty power', 'Versets', 'Vierhändige Orgelwerke', 'Eine Wallfahrt zu Mozart Die Reisetagebücher vol. Vincent u. Mary Novello aus d. Jahre 1829', 'I will magnify thee O Lord', '[without title]', 'モーツァルト巡礼 : 一八二九年ノヴェロ夫妻の旅日記(抄訳)']",1781-09-06,Corneille: 'Le Cid'@@@Le Cid
2579,['D. Clarke'],10,1,"['Achilles or Iphegenia in Aulis', ""Alass! when charming Sylvia's gon"", 'Amyntas', 'Bath', 'Bath. Where oxen do low', 'Brutus of Alba', 'Brutus of Alba. Selections', 'Campaigners', 'Campaigners. Phyllis has such charming graces', 'Cantatas. Selections', 'Chaconne, recorder, harpsichord, A minor', 'Chaconne Violon ou flûte à bec, basse continue La mineur', 'Constant couple', ""Constant couple. Thus Damon knock'd"", 'Emperor of the moon', 'Emperor of the moon. Curse upon the faithless maid', 'Famous history of the rise and fall of Massaniello', 'Famous history of the rise and fall of Massaniello. No more his brain possess', 'Famous history of the rise and fall of Massaniello Trumpet song', ""Famous history of the rise and fall of Massaniello. Young Philander woo'd me long"", 'Funeral', 'Funeral. Let not love on me bestow', 'Funeral. On yonder bed supinely laid', 'Funeral. Ye minutes bring ye happy hour', 'Grove', ""Grove, or love's paradise"", ""Grove, or love's paradise Sonata Trompete Violine (2) Viola Basso continuo D-Dur"", 'Grove. Underneath a gloomy shade', 'Humour of the age', ""Humour of the age. Fixt on ye fair Miranda's eies"", 'Indian queen Final masque', 'Iphigenia. Morpheus thou gentle god', 'Island princess', 'Island princess. Cease ye rovers', 'Island princess. Jolly, jolly swains', 'Island princess. Lovely charmer', 'Judgement of Paris', 'Judgement of Paris. O ravishing delight', 'judgement of Paris Sinfonia', 'judgement of Paris Sonata Trompete Violine (2) Viola Basso continuo C-Dur', 'Judgment of Paris. O ravishing delight', 'Magnificat and Nunc dimittis, E minor', 'Masque of Hymen  joys of wedlock soon are past', 'My God, my God, look upon me', 'Phaeton', 'Psalms set full for the organ or harpsicord', ""Reform'd wife"", ""Reform'd wife. Fond woman with mistaken art"", 'Rival queens', 'Rival queens. Phyllis talk not more', 'Rondeaux Clavecin Si bémol mineur', 'Sabina with an angels face', 'Sauny the Scot', 'Sauny the Scot. Beyond the desart mountains', 'Sauny the Scot. Twas in the month of May', 'Shepherds tune your pipes', 'Solos Fl C-Dur', 'Solos Flûte à bec, basse continue La majeur', 'Solos Flûte à bec, basse continue Ré majeur', 'Solos Flûte à bec, basse continue Si mineur', 'Sonatas (1698)', 'Sonatas (1698). No. 1', 'Sonatas (1698). No. 3', 'Sonatas (1698). No. 4', 'Sonatas (1698). No. 4-6', 'Sonatas (1698). No. 5', 'Sonatas (1698). No. 6', 'Sonatas (1698). Selections', 'Sonatas (approximately 1710)', 'Sonatas (approximately 1710). No. 1', 'Sonatas (approximately 1710). No. 2', 'Sonatas (approximately 1710). Selections', 'Sonatas (ca. 1710). No. 1-3', 'Sonatas (ca. 1710). No. 4-6', 'Sonatas flauta dulce, bajo continuo, n. 1', 'Sonaten 1698', 'Sonaten 1698 Nr. 1', 'Sonaten (1710)', 'Sonaten (1710) Sonate Nr. 4', 'Sonaten Blfl 1 2 F-Dur', 'Sonaten Blockflöte (2) Basso continuo d-Moll', 'Sonaten Blockflöte Klavier F-Dur', 'Sonates (1698). No 1', 'Sonates Flûte à bec, basse continue Ré mineur', '(Sonates, trompette, orchestre à cordes, do majeur)', '(Sonates, trompette, orchestre à cordes, ré majeur)', '(Sonates, trompettes (2), orchestre à cordes, ré majeur)', 'Sonates Violon ou flûte à bec, basse continue', 'Sonaty. Flet prosty, basso continuo. Nr 1. F-dur', 'Sonaty. Flet prosty, basso continuo. Nr 2. d-moll', 'Sonaty. Trąbka (2), instrumenty smyczkowe, basso continuo. D-dur', 'Sonaty. Trąbka, instrumenty smyczkowe, basso continuo. C-dur', 'Sonaty. Trąbka, instrumenty smyczkowe, basso continuo. D-dur', 'Song on the feast of St. Caecilia 1698', 'Suites Clavecin Ré mineur et majeur', 'Tender husband', 'Tender husband. While gentle Parthenissa walks', 'Toccata, harpsichord, A minor', 'Toccatas Clavecin La mineur', 'Trifle', 'Triumphs of virtue', ""Triumphs of virtue. So fair young Caelia's charms you'd swear"", 'Unhappy penitent. Suite', 'Welcome, welcome, glorious day', 'Welcome, welcome, glorious day Ouvertüre', 'Werke', 'What life can compare with the jolly town rakes', 'What ungratefull devil moves you', 'Works. Selections', 'World in the moon. And now within her smileing sphere', 'World in the moon. Come all, come all', 'World in the moon. See, see in the smiling month of May', 'World in the moon. Selections. Vocal score', 'World in the moon. To Cinthia']",1660,Corneille: 'Le Cid'@@@Le Cid
2580,['D. Clarke'],10,2,"['En älskvärd främling.', 'Bethlehem. Ett samtal. (Tryckt hos Sam. Norberg. Götheborg, 1814.).', 'Briefe von dem gegenwärtigen Zustande des Königreichs Spanien geschrieben zu Madrid in den Jahren 1760 und 1761', 'Brittisk herre i norr', 'Catalogue ou données des manuscrits de E.D. Clarke comparés à ceux conservés à la bibliothèque Bodleian', 'Catalogus sive notitia manuscriptorum qui in Bibliotheca Bodleiana adservantur.', ""Clarke's gas blow-pipe"", 'A defence of the conduct of the Lieutenant-Governor of the island of Minorca. In reply to a printed libel, secretly dispersed, without a name, and which is annexed to this account. By the Reverend Edward Clarke, M. A. Secretary to the Lieutenant-Governour of Minorca, and Rector of Pepperharrowe, in the County of Surry', ""Eduard Daniel Clarke's, Professors zu Cambridge, Reise durch Russland und die Tartarei in den Jahren 1800-1801"", 'The gas blow-pipe, or, Art of fusion by burning the gaseous constituents of water : giving the history of the philosophical apparatus so denominated ... together with an appendix, containing an account of experiments with this blow-pipe', 'Greece Egypt and the Holy Land', 'Greek marbles brought from the shores of the Euxine, Archipelago, and Mediterranean, and deposited in the vestibule of the Public Library of the University of Cambridge [microform]', 'Jerusalem och Nejden deromkring : Efter Clarke och Pococke.', 'The later affluence of W.B. Yeats and Wallace Stevens', 'Letters concerning the Spanish nation written at Madrid during the years 1760 and 1761', 'Matka Lapin perukoille 1799 : Edward Daniel Clarken matka Hampurin, Kööpenhaminan ja Tukholman kautta Tornioon ja Enontekiölle kesällä 1799', 'Measure for measure : an answer to the last edition and supplement of ""hard measure,"" in a letter to the electors of Shrewsbury.', 'Napapiirin takaa alas Pohjanmaalle 1799 : Edward Daniel Clarken matkat Lapissa ja Pohjanmaalla syyskesällä 1799', 'A new plan of Jerusalem in which some attempt is made to reconcile historical documents with existing phaenomena. : adapted by the Author to his own personal Observations on the spot.', 'Reis door Rusland en Tartarye, gedaan in de jaren 1800 en 1801', 'Reise i Norge 1799', ""A sermon preach'd before the Right Worshipful the Mayor and Corporation, of the town and county of Nottingham, in the parish church of St. Mary In the said Town, December 3. 1702 : Being The Day of Thanksgiving For The Signal Successes God has been pleased to grant to Her Majesties Forces both by Sea and Land. By Edward Clarke, M. A. and Vicar there. Publish'd at the Request of the Audience"", 'Sundswall to Piteå, on the borders of Lapland ; Piteå to Torneå, at the northern extremity of the Gulph of Bothniå ; From Torneå, to the mouth of the Muonio river ...', 'Testimonies of different authors, respecting the colossal statue of Ceres, placed in the vestibule of the public library at Cambridge, July the first, 1803 : with a short account of its removal from Eleusis, November 22, 1801', ""A thanksgiving sermon preached at the Rolls-Chapel, Dec. 9, 1759. : Being the day appointed to return thanks to Almighty God, for the victory gained over the French fleet. on the 20th of November last. By Edward Clarke, M. A. Fellow of St. John's College, in Cambridge; and Rector of Pepperharrowe, in the County of Surrey"", 'Tillägg, år 1821, wid stentrycks-afdraget', 'The tomb of Alexander; a dissertation on the sarcophagus brought from Alexandria and now in the British museum', 'A tour through the South of England  : Wales and part of Ireland made during the summer of 1791...', 'Travels in Russia, Tartary and Turkey', 'Travels in various countries of Europe, Asia, and Africa. Commencing January 1, 1801', 'Travels in various countries of Scandinavia : including Denmark, Sweden, Norway, Lapland and Finland.', 'Travels : Part 3, Section 1', 'Voyages en Russie, en Tartarie et en Turquie']",1769-06-05,Corneille: 'Le Cid'@@@Le Cid
